county,district_id,district_name,district_office_flag,age,year,population,deaths,death_rate
Long,9-1,Coastal Health District,0,80-84,2016,146,0,0
Lumpkin,2,North Health District,0,80-84,2016,551,0,0
McDuffie,6,East Central Health District,0,80-84,2016,416,0,0
McIntosh,9-1,Coastal Health District,0,80-84,2016,348,0,0
Macon,7,West Central Health District,0,80-84,2016,211,0,0
Madison,10,Northeast Health District,0,80-84,2016,520,0,0
Marion,7,West Central Health District,0,80-84,2016,177,0,0
Meriwether,4,District 4 Health District,0,80-84,2016,464,0,0
Miller,8-2,Southwest Health District,0,80-84,2016,193,0,0
Mitchell,8-2,Southwest Health District,0,80-84,2016,427,0,0
Monroe,5-2,North Central Health District,0,80-84,2016,534,0,0
Montgomery,5-1,South Central Health District,0,80-84,2016,169,0,0
Morgan,10,Northeast Health District,0,80-84,2016,420,0,0
Oconee,10,Northeast Health District,0,80-84,2016,531,0,0
Oglethorpe,10,Northeast Health District,0,80-84,2016,329,0,0
Peach,5-2,North Central Health District,0,80-84,2016,450,0,0
Pickens,1-2,North Georgia Health District,0,80-84,2016,640,0,0
Pierce,9-2,Southeast Health District,0,80-84,2016,346,0,0
Pike,4,District 4 Health District,0,80-84,2016,317,0,0
Pulaski,5-1,South Central Health District,0,80-84,2016,263,0,0
Putnam,5-2,North Central Health District,0,80-84,2016,488,0,0
Quitman,7,West Central Health District,0,80-84,2016,69,0,0
Rabun,2,North Health District,0,80-84,2016,506,0,0
Randolph,7,West Central Health District,0,80-84,2016,186,0,0
Schley,7,West Central Health District,0,80-84,2016,76,0,0
Screven,6,East Central Health District,0,80-84,2016,221,0,0
Seminole,8-2,Southwest Health District,0,80-84,2016,205,0,0
Stephens,2,North Health District,0,80-84,2016,558,0,0
Stewart,7,West Central Health District,0,80-84,2016,118,0,0
Sumter,7,West Central Health District,0,80-84,2016,593,0,0
Talbot,7,West Central Health District,0,80-84,2016,136,0,0
Taliaferro,6,East Central Health District,0,80-84,2016,44,0,0
Tattnall,9-2,Southeast Health District,0,80-84,2016,377,0,0
Taylor,7,West Central Health District,0,80-84,2016,177,0,0
Telfair,5-1,South Central Health District,0,80-84,2016,319,0,0
Terrell,8-2,Southwest Health District,0,80-84,2016,209,0,0
Toombs,9-2,Southeast Health District,0,80-84,2016,511,0,0
Towns,2,North Health District,0,80-84,2016,561,0,0
Treutlen,5-1,South Central Health District,0,80-84,2016,129,0,0
Turner,8-1,South Health District,0,80-84,2016,194,0,0
Twiggs,5-2,North Central Health District,0,80-84,2016,181,0,0
Union,2,North Health District,0,80-84,2016,837,0,0
Upson,4,District 4 Health District,0,80-84,2016,549,0,0
Warren,6,East Central Health District,0,80-84,2016,141,0,0
Washington,5-2,North Central Health District,0,80-84,2016,412,0,0
Wayne,9-2,Southeast Health District,0,80-84,2016,560,0,0
Webster,7,West Central Health District,0,80-84,2016,71,0,0
Wheeler,5-1,South Central Health District,0,80-84,2016,103,0,0
White,2,North Health District,0,80-84,2016,742,0,0
Wilcox,5-1,South Central Health District,0,80-84,2016,203,0,0
Wilkes,6,East Central Health District,0,80-84,2016,260,0,0
Wilkinson,5-2,North Central Health District,0,80-84,2016,212,0,0
Worth,8-2,Southwest Health District,0,80-84,2016,424,0,0
Baldwin,5-2,North Central Health District,0,80-84,2016,770,0,0
Barrow,10,Northeast Health District,0,80-84,2016,900,0,0
Bartow,1-1,Northwest Georgia Health District,0,80-84,2016,1446,0,0
Bibb,5-2,North Central Health District,1,80-84,2016,2817,0,0
Bulloch,9-2,Southeast Health District,0,80-84,2016,902,0,0
Camden,9-1,Coastal Health District,0,80-84,2016,571,0,0
Carroll,4,District 4 Health District,0,80-84,2016,1718,0,0
Catoosa,1-1,Northwest Georgia Health District,0,80-84,2016,1357,0,0
Chatham,9-1,Coastal Health District,0,80-84,2016,4723,0,0
Cherokee,1-2,North Georgia Health District,1,80-84,2016,2906,0,0
Clarke,10,Northeast Health District,1,80-84,2016,1386,0,0
Clayton,3-3,Clayton County Health District,1,80-84,2016,2399,0,0
Cobb,3-1,Cobb/Douglas Health District,1,80-84,2016,8615,0,0
Coffee,9-2,Southeast Health District,0,80-84,2016,600,0,0
Colquitt,8-2,Southwest Health District,0,80-84,2016,759,0,0
Columbia,6,East Central Health District,0,80-84,2016,1966,0,0
Coweta,4,District 4 Health District,0,80-84,2016,1914,0,0
DeKalb,3-5,DeKalb Health District,1,80-84,2016,8440,0,0
Dougherty,8-2,Southwest Health District,1,80-84,2016,1573,0,0
Douglas,3-1,Cobb/Douglas Health District,0,80-84,2016,1482,0,0
Effingham,9-1,Coastal Health District,0,80-84,2016,673,0,0
Fayette,4,District 4 Health District,0,80-84,2016,2007,0,0
Floyd,1-1,Northwest Georgia Health District,1,80-84,2016,1993,0,0
Forsyth,2,North Health District,0,80-84,2016,2775,0,0
Fulton,3-2,Fulton County Board of Health,1,80-84,2016,12042,0,0
Glynn,9-1,Coastal Health District,1,80-84,2016,1759,0,0
Gordon,1-1,Northwest Georgia Health District,0,80-84,2016,884,0,0
Gwinnett,3-4,East Metro Health District,1,80-84,2016,8364,0,0
Habersham,2,North Health District,0,80-84,2016,1012,0,0
Hall,2,North Health District,1,80-84,2016,3343,0,0
Henry,4,District 4 Health District,0,80-84,2016,2508,1,3.9872408293460925e-4
Houston,5-2,North Central Health District,0,80-84,2016,2420,0,0
Jackson,10,Northeast Health District,0,80-84,2016,908,0,0
Laurens,5-1,South Central Health District,1,80-84,2016,1039,0,0
Liberty,9-1,Coastal Health District,0,80-84,2016,521,0,0
Lowndes,8-1,South Health District,1,80-84,2016,1617,0,0
Murray,1-2,North Georgia Health District,0,80-84,2016,594,0,0
Muscogee,7,West Central Health District,1,80-84,2016,3201,0,0
Newton,3-4,East Metro Health District,0,80-84,2016,1418,0,0
Paulding,1-1,Northwest Georgia Health District,0,80-84,2016,1640,0,0
Polk,1-1,Northwest Georgia Health District,0,80-84,2016,756,0,0
Richmond,6,East Central Health District,1,80-84,2016,3252,1,3.075030750307503e-4
Rockdale,3-4,East Metro Health District,0,80-84,2016,1291,0,0
Spalding,4,District 4 Health District,0,80-84,2016,1236,0,0
Thomas,8-2,Southwest Health District,0,80-84,2016,907,0,0
Tift,8-1,South Health District,0,80-84,2016,737,0,0
Troup,4,District 4 Health District,1,80-84,2016,1216,0,0
Walker,1-1,Northwest Georgia Health District,0,80-84,2016,1320,0,0
Walton,10,Northeast Health District,0,80-84,2016,1442,0,0
Ware,9-2,Southeast Health District,1,80-84,2016,730,0,0
Whitfield,1-2,North Georgia Health District,0,80-84,2016,1698,0,0
Appling,9-2,Southeast Health District,0,80-84,2017,355,0,0
Atkinson,9-2,Southeast Health District,0,80-84,2017,145,0,0
Bacon,9-2,Southeast Health District,0,80-84,2017,200,0,0
Baker,8-2,Southwest Health District,0,80-84,2017,73,0,0
Banks,2,North Health District,0,80-84,2017,314,0,0
Ben Hill,8-1,South Health District,0,80-84,2017,331,0,0
Berrien,8-1,South Health District,0,80-84,2017,386,0,0
Bleckley,5-1,South Central Health District,0,80-84,2017,287,0,0
Brantley,9-2,Southeast Health District,0,80-84,2017,364,0,0
Brooks,8-1,South Health District,0,80-84,2017,347,0,0
Bryan,9-1,Coastal Health District,0,80-84,2017,394,0,0
Burke,6,East Central Health District,0,80-84,2017,375,0,0
Butts,4,District 4 Health District,0,80-84,2017,371,0,0
Calhoun,8-2,Southwest Health District,0,80-84,2017,106,0,0
Candler,9-2,Southeast Health District,0,80-84,2017,209,0,0
Charlton,9-2,Southeast Health District,0,80-84,2017,233,0,0
Chattahoochee,7,West Central Health District,0,80-84,2017,74,0,0
Chattooga,1-1,Northwest Georgia Health District,0,80-84,2017,482,0,0
Clay,7,West Central Health District,0,80-84,2017,84,0,0
Clinch,9-2,Southeast Health District,0,80-84,2017,115,0,0
Cook,8-1,South Health District,0,80-84,2017,347,0,0
Crawford,5-2,North Central Health District,0,80-84,2017,235,0,0
Crisp,7,West Central Health District,0,80-84,2017,504,0,0
Dade,1-1,Northwest Georgia Health District,0,80-84,2017,335,0,0
Dawson,2,North Health District,0,80-84,2017,474,0,0
Decatur,8-2,Southwest Health District,0,80-84,2017,583,0,0
Dodge,5-1,South Central Health District,0,80-84,2017,454,0,0
Dooly,7,West Central Health District,0,80-84,2017,292,0,0
Early,8-2,Southwest Health District,0,80-84,2017,254,0,0
Echols,8-1,South Health District,0,80-84,2017,89,0,0
Elbert,10,Northeast Health District,0,80-84,2017,495,0,0
Emanuel,6,East Central Health District,0,80-84,2017,438,0,0
Evans,9-2,Southeast Health District,0,80-84,2017,212,0,0
Fannin,1-2,North Georgia Health District,0,80-84,2017,825,0,0
Franklin,2,North Health District,0,80-84,2017,539,0,0
Gilmer,1-2,North Georgia Health District,0,80-84,2017,777,0,0
Glascock,6,East Central Health District,0,80-84,2017,59,0,0
Grady,8-2,Southwest Health District,0,80-84,2017,518,0,0
Greene,10,Northeast Health District,0,80-84,2017,453,0,0
Hancock,5-2,North Central Health District,0,80-84,2017,197,0,0
Haralson,1-1,Northwest Georgia Health District,0,80-84,2017,548,0,0
Harris,7,West Central Health District,0,80-84,2017,594,0,0
Hart,2,North Health District,0,80-84,2017,718,0,0
Heard,4,District 4 Health District,0,80-84,2017,200,0,0
Irwin,8-1,South Health District,0,80-84,2017,215,0,0
Jasper,5-2,North Central Health District,0,80-84,2017,272,0,0
Jeff Davis,9-2,Southeast Health District,0,80-84,2017,251,0,0
Jefferson,6,East Central Health District,0,80-84,2017,285,0,0
Jenkins,6,East Central Health District,0,80-84,2017,178,0,0
Johnson,5-1,South Central Health District,0,80-84,2017,194,0,0
Jones,5-2,North Central Health District,0,80-84,2017,590,0,0
Lamar,4,District 4 Health District,0,80-84,2017,373,0,0
Lanier,8-1,South Health District,0,80-84,2017,161,0,0
Lee,8-2,Southwest Health District,0,80-84,2017,352,0,0
Lincoln,6,East Central Health District,0,80-84,2017,198,0,0
Long,9-1,Coastal Health District,0,80-84,2017,156,0,0
Lumpkin,2,North Health District,0,80-84,2017,567,0,0
McDuffie,6,East Central Health District,0,80-84,2017,440,0,0
McIntosh,9-1,Coastal Health District,0,80-84,2017,434,0,0
Macon,7,West Central Health District,0,80-84,2017,233,0,0
Madison,10,Northeast Health District,0,80-84,2017,539,0,0
Marion,7,West Central Health District,0,80-84,2017,180,0,0
Meriwether,4,District 4 Health District,0,80-84,2017,478,0,0
Miller,8-2,Southwest Health District,0,80-84,2017,187,0,0
Mitchell,8-2,Southwest Health District,0,80-84,2017,424,0,0
Monroe,5-2,North Central Health District,0,80-84,2017,542,0,0
Montgomery,5-1,South Central Health District,0,80-84,2017,170,0,0
Morgan,10,Northeast Health District,0,80-84,2017,460,0,0
Oconee,10,Northeast Health District,0,80-84,2017,586,0,0
Oglethorpe,10,Northeast Health District,0,80-84,2017,315,0,0
Peach,5-2,North Central Health District,0,80-84,2017,491,0,0
Pickens,1-2,North Georgia Health District,0,80-84,2017,667,0,0
Pierce,9-2,Southeast Health District,0,80-84,2017,357,0,0
Pike,4,District 4 Health District,0,80-84,2017,331,0,0
Pulaski,5-1,South Central Health District,0,80-84,2017,331,0,0
Putnam,5-2,North Central Health District,0,80-84,2017,550,0,0
Quitman,7,West Central Health District,0,80-84,2017,86,0,0
Rabun,2,North Health District,0,80-84,2017,488,0,0
Randolph,7,West Central Health District,0,80-84,2017,176,0,0
Schley,7,West Central Health District,0,80-84,2017,95,0,0
Screven,6,East Central Health District,0,80-84,2017,251,0,0
Seminole,8-2,Southwest Health District,0,80-84,2017,204,0,0
Stephens,2,North Health District,0,80-84,2017,586,0,0
Stewart,7,West Central Health District,0,80-84,2017,119,0,0
Sumter,7,West Central Health District,0,80-84,2017,570,0,0
Talbot,7,West Central Health District,0,80-84,2017,165,0,0
Taliaferro,6,East Central Health District,0,80-84,2017,47,0,0
Tattnall,9-2,Southeast Health District,0,80-84,2017,409,0,0
Taylor,7,West Central Health District,0,80-84,2017,174,0,0
Telfair,5-1,South Central Health District,0,80-84,2017,347,0,0
Terrell,8-2,Southwest Health District,0,80-84,2017,216,0,0
Toombs,9-2,Southeast Health District,0,80-84,2017,523,0,0
Towns,2,North Health District,0,80-84,2017,550,0,0
Treutlen,5-1,South Central Health District,0,80-84,2017,162,0,0
Turner,8-1,South Health District,0,80-84,2017,181,0,0
Twiggs,5-2,North Central Health District,0,80-84,2017,192,0,0
Union,2,North Health District,0,80-84,2017,908,0,0
Upson,4,District 4 Health District,0,80-84,2017,554,0,0
Warren,6,East Central Health District,0,80-84,2017,139,0,0
Washington,5-2,North Central Health District,0,80-84,2017,411,0,0
Wayne,9-2,Southeast Health District,0,80-84,2017,534,0,0
Webster,7,West Central Health District,0,80-84,2017,77,0,0
Wheeler,5-1,South Central Health District,0,80-84,2017,118,0,0
White,2,North Health District,0,80-84,2017,788,0,0
Wilcox,5-1,South Central Health District,0,80-84,2017,211,0,0
Wilkes,6,East Central Health District,0,80-84,2017,282,0,0
Wilkinson,5-2,North Central Health District,0,80-84,2017,215,0,0
Worth,8-2,Southwest Health District,0,80-84,2017,419,0,0
Baldwin,5-2,North Central Health District,0,80-84,2017,812,0,0
Barrow,10,Northeast Health District,0,80-84,2017,948,0,0
Bartow,1-1,Northwest Georgia Health District,0,80-84,2017,1485,0,0
Bibb,5-2,North Central Health District,1,80-84,2017,2810,0,0
Bulloch,9-2,Southeast Health District,0,80-84,2017,975,0,0
Camden,9-1,Coastal Health District,0,80-84,2017,666,0,0
Carroll,4,District 4 Health District,0,80-84,2017,1767,0,0
Catoosa,1-1,Northwest Georgia Health District,0,80-84,2017,1420,0,0
Chatham,9-1,Coastal Health District,0,80-84,2017,4849,0,0
Cherokee,1-2,North Georgia Health District,1,80-84,2017,3165,0,0
Clarke,10,Northeast Health District,1,80-84,2017,1362,0,0
Clayton,3-3,Clayton County Health District,1,80-84,2017,2368,0,0
Cobb,3-1,Cobb/Douglas Health District,1,80-84,2017,8848,2,2.260397830018083e-4
Coffee,9-2,Southeast Health District,0,80-84,2017,644,0,0
Colquitt,8-2,Southwest Health District,0,80-84,2017,754,0,0
Columbia,6,East Central Health District,0,80-84,2017,2176,0,0
Coweta,4,District 4 Health District,0,80-84,2017,2027,0,0
DeKalb,3-5,DeKalb Health District,1,80-84,2017,9213,0,0
Dougherty,8-2,Southwest Health District,1,80-84,2017,1635,0,0
Douglas,3-1,Cobb/Douglas Health District,0,80-84,2017,1564,0,0
Effingham,9-1,Coastal Health District,0,80-84,2017,696,0,0
Fayette,4,District 4 Health District,0,80-84,2017,2041,0,0
Floyd,1-1,Northwest Georgia Health District,1,80-84,2017,2024,0,0
Forsyth,2,North Health District,0,80-84,2017,2812,0,0
Fulton,3-2,Fulton County Board of Health,1,80-84,2017,12170,0,0
Glynn,9-1,Coastal Health District,1,80-84,2017,1861,0,0
Gordon,1-1,Northwest Georgia Health District,0,80-84,2017,889,0,0
Gwinnett,3-4,East Metro Health District,1,80-84,2017,8495,0,0
Habersham,2,North Health District,0,80-84,2017,1007,0,0
Hall,2,North Health District,1,80-84,2017,3351,0,0
Henry,4,District 4 Health District,0,80-84,2017,2562,0,0
Houston,5-2,North Central Health District,0,80-84,2017,2374,0,0
Jackson,10,Northeast Health District,0,80-84,2017,1003,0,0
Laurens,5-1,South Central Health District,1,80-84,2017,997,0,0
Liberty,9-1,Coastal Health District,0,80-84,2017,519,0,0
Lowndes,8-1,South Health District,1,80-84,2017,1645,0,0
Murray,1-2,North Georgia Health District,0,80-84,2017,600,0,0
Muscogee,7,West Central Health District,1,80-84,2017,3129,0,0
Newton,3-4,East Metro Health District,0,80-84,2017,1420,0,0
Paulding,1-1,Northwest Georgia Health District,0,80-84,2017,1615,0,0
Polk,1-1,Northwest Georgia Health District,0,80-84,2017,725,0,0
Richmond,6,East Central Health District,1,80-84,2017,3117,0,0
Rockdale,3-4,East Metro Health District,0,80-84,2017,1305,0,0
Spalding,4,District 4 Health District,0,80-84,2017,1243,0,0
Thomas,8-2,Southwest Health District,0,80-84,2017,969,0,0
Tift,8-1,South Health District,0,80-84,2017,735,0,0
Troup,4,District 4 Health District,1,80-84,2017,1171,0,0
Walker,1-1,Northwest Georgia Health District,0,80-84,2017,1487,0,0
Walton,10,Northeast Health District,0,80-84,2017,1531,0,0
Ware,9-2,Southeast Health District,1,80-84,2017,735,0,0
Whitfield,1-2,North Georgia Health District,0,80-84,2017,1760,0,0
Appling,9-2,Southeast Health District,0,NA,1999,215,0,0
Atkinson,9-2,Southeast Health District,0,NA,1999,84,0,0
Bacon,9-2,Southeast Health District,0,NA,1999,117,0,0
Baker,8-2,Southwest Health District,0,NA,1999,71,0,0
Banks,2,North Health District,0,NA,1999,122,0,0
Ben Hill,8-1,South Health District,0,NA,1999,325,0,0
Berrien,8-1,South Health District,0,NA,1999,240,0,0
Bleckley,5-1,South Central Health District,0,NA,1999,166,0,0
Brantley,9-2,Southeast Health District,0,NA,1999,120,0,0
Brooks,8-1,South Health District,0,NA,1999,378,0,0
Bryan,9-1,Coastal Health District,0,NA,1999,167,0,0
Burke,6,East Central Health District,0,NA,1999,325,0,0
Butts,4,District 4 Health District,0,NA,1999,238,0,0
Calhoun,8-2,Southwest Health District,0,NA,1999,120,0,0
Candler,9-2,Southeast Health District,0,NA,1999,229,0,0
Charlton,9-2,Southeast Health District,0,NA,1999,101,0,0
Chattahoochee,7,West Central Health District,0,NA,1999,8,0,0
Chattooga,1-1,Northwest Georgia Health District,0,NA,1999,360,0,0
Clay,7,West Central Health District,0,NA,1999,78,0,0
Clinch,9-2,Southeast Health District,0,NA,1999,74,0,0
Cook,8-1,South Health District,0,NA,1999,249,0,0
Crawford,5-2,North Central Health District,0,NA,1999,113,0,0
Crisp,7,West Central Health District,0,NA,1999,354,0,0
Dade,1-1,Northwest Georgia Health District,0,NA,1999,156,0,0
Dawson,2,North Health District,0,NA,1999,76,0,0
Decatur,8-2,Southwest Health District,0,NA,1999,441,0,0
Dodge,5-1,South Central Health District,0,NA,1999,309,0,0
Dooly,7,West Central Health District,0,NA,1999,191,0,0
Early,8-2,Southwest Health District,0,NA,1999,280,0,0
Echols,8-1,South Health District,0,NA,1999,29,0,0
Elbert,10,Northeast Health District,0,NA,1999,378,0,0
Emanuel,6,East Central Health District,0,NA,1999,337,0,0
Evans,9-2,Southeast Health District,0,NA,1999,178,0,0
Fannin,1-2,North Georgia Health District,0,NA,1999,357,0,0
Franklin,2,North Health District,0,NA,1999,340,0,0
Gilmer,1-2,North Georgia Health District,0,NA,1999,287,0,0
Glascock,6,East Central Health District,0,NA,1999,76,0,0
Grady,8-2,Southwest Health District,0,NA,1999,408,0,0
Greene,10,Northeast Health District,0,NA,1999,234,0,0
Hancock,5-2,North Central Health District,0,NA,1999,136,0,0
Haralson,1-1,Northwest Georgia Health District,0,NA,1999,357,0,0
Harris,7,West Central Health District,0,NA,1999,267,0,0
Hart,2,North Health District,0,NA,1999,388,0,0
Heard,4,District 4 Health District,0,NA,1999,118,0,0
Irwin,8-1,South Health District,0,NA,1999,193,0,0
Jasper,5-2,North Central Health District,0,NA,1999,130,0,0
Jeff Davis,9-2,Southeast Health District,0,NA,1999,153,0,0
Jefferson,6,East Central Health District,0,NA,1999,307,0,0
Jenkins,6,East Central Health District,0,NA,1999,136,0,0
Johnson,5-1,South Central Health District,0,NA,1999,180,0,0
Jones,5-2,North Central Health District,0,NA,1999,248,0,0
Lamar,4,District 4 Health District,0,NA,1999,229,0,0
Lanier,8-1,South Health District,0,NA,1999,101,0,0
Lee,8-2,Southwest Health District,0,NA,1999,136,0,0
Lincoln,6,East Central Health District,0,NA,1999,95,0,0
Long,9-1,Coastal Health District,0,NA,1999,42,0,0
Lumpkin,2,North Health District,0,NA,1999,237,0,0
McDuffie,6,East Central Health District,0,NA,1999,298,0,0
McIntosh,9-1,Coastal Health District,0,NA,1999,123,0,0
Macon,7,West Central Health District,0,NA,1999,242,0,0
Madison,10,Northeast Health District,0,NA,1999,285,0,0
Marion,7,West Central Health District,0,NA,1999,99,0,0
Meriwether,4,District 4 Health District,0,NA,1999,363,0,0
Miller,8-2,Southwest Health District,0,NA,1999,160,0,0
Mitchell,8-2,Southwest Health District,0,NA,1999,351,0,0
Monroe,5-2,North Central Health District,0,NA,1999,246,0,0
Montgomery,5-1,South Central Health District,0,NA,1999,84,0,0
Morgan,10,Northeast Health District,0,NA,1999,243,0,0
Oconee,10,Northeast Health District,0,NA,1999,303,0,0
Oglethorpe,10,Northeast Health District,0,NA,1999,175,0,0
Peach,5-2,North Central Health District,0,NA,1999,220,0,0
Pickens,1-2,North Georgia Health District,0,NA,1999,278,0,0
Pierce,9-2,Southeast Health District,0,NA,1999,207,0,0
Pike,4,District 4 Health District,0,NA,1999,140,0,0
Pulaski,5-1,South Central Health District,0,NA,1999,177,0,0
Putnam,5-2,North Central Health District,0,NA,1999,193,0,0
Quitman,7,West Central Health District,0,NA,1999,38,0,0
Rabun,2,North Health District,0,NA,1999,262,0,0
Randolph,7,West Central Health District,0,NA,1999,167,0,0
Schley,7,West Central Health District,0,NA,1999,41,0,0
Screven,6,East Central Health District,0,NA,1999,256,0,0
Seminole,8-2,Southwest Health District,0,NA,1999,155,0,0
Stephens,2,North Health District,0,NA,1999,452,0,0
Stewart,7,West Central Health District,0,NA,1999,156,0,0
Sumter,7,West Central Health District,0,NA,1999,670,0,0
Talbot,7,West Central Health District,0,NA,1999,110,0,0
Taliaferro,6,East Central Health District,0,NA,1999,47,0,0
Tattnall,9-2,Southeast Health District,0,NA,1999,294,0,0
Taylor,7,West Central Health District,0,NA,1999,143,0,0
Telfair,5-1,South Central Health District,0,NA,1999,245,0,0
Terrell,8-2,Southwest Health District,0,NA,1999,186,0,0
Toombs,9-2,Southeast Health District,0,NA,1999,443,0,0
Towns,2,North Health District,0,NA,1999,250,0,0
Treutlen,5-1,South Central Health District,0,NA,1999,120,0,0
Turner,8-1,South Health District,0,NA,1999,144,0,0
Twiggs,5-2,North Central Health District,0,NA,1999,112,0,0
Union,2,North Health District,0,NA,1999,379,0,0
Upson,4,District 4 Health District,0,NA,1999,531,0,0
Warren,6,East Central Health District,0,NA,1999,155,0,0
Washington,5-2,North Central Health District,0,NA,1999,410,0,0
Wayne,9-2,Southeast Health District,0,NA,1999,283,0,0
Webster,7,West Central Health District,0,NA,1999,43,0,0
Wheeler,5-1,South Central Health District,0,NA,1999,104,0,0
White,2,North Health District,0,NA,1999,258,0,0
Wilcox,5-1,South Central Health District,0,NA,1999,149,0,0
Wilkes,6,East Central Health District,0,NA,1999,236,0,0
Wilkinson,5-2,North Central Health District,0,NA,1999,130,0,0
Worth,8-2,Southwest Health District,0,NA,1999,293,0,0
Baldwin,5-2,North Central Health District,0,NA,1999,521,0,0
Barrow,10,Northeast Health District,0,NA,1999,500,0,0
Bartow,1-1,Northwest Georgia Health District,0,NA,1999,719,0,0
Bibb,5-2,North Central Health District,1,NA,1999,2306,0,0
Bulloch,9-2,Southeast Health District,0,NA,1999,580,0,0
Camden,9-1,Coastal Health District,0,NA,1999,185,0,0
Carroll,4,District 4 Health District,0,NA,1999,1003,0,0
Catoosa,1-1,Northwest Georgia Health District,0,NA,1999,551,0,0
Chatham,9-1,Coastal Health District,0,NA,1999,3373,0,0
Cherokee,1-2,North Georgia Health District,1,NA,1999,858,0,0
Clarke,10,Northeast Health District,1,NA,1999,1010,0,0
Clayton,3-3,Clayton County Health District,1,NA,1999,1104,0,0
Cobb,3-1,Cobb/Douglas Health District,1,NA,1999,4032,0,0
Coffee,9-2,Southeast Health District,0,NA,1999,418,0,0
Colquitt,8-2,Southwest Health District,0,NA,1999,606,0,0
Columbia,6,East Central Health District,0,NA,1999,736,0,0
Coweta,4,District 4 Health District,0,NA,1999,772,0,0
DeKalb,3-5,DeKalb Health District,1,NA,1999,6222,0,0
Dougherty,8-2,Southwest Health District,1,NA,1999,1238,0,0
Douglas,3-1,Cobb/Douglas Health District,0,NA,1999,662,0,0
Effingham,9-1,Coastal Health District,0,NA,1999,283,0,0
Fayette,4,District 4 Health District,0,NA,1999,760,0,0
Floyd,1-1,Northwest Georgia Health District,1,NA,1999,1430,0,0
Forsyth,2,North Health District,0,NA,1999,655,0,0
Fulton,3-2,Fulton County Board of Health,1,NA,1999,9488,0,0
Glynn,9-1,Coastal Health District,1,NA,1999,1063,0,0
Gordon,1-1,Northwest Georgia Health District,0,NA,1999,466,0,0
Gwinnett,3-4,East Metro Health District,1,NA,1999,2796,0,0
Habersham,2,North Health District,0,NA,1999,515,0,0
Hall,2,North Health District,1,NA,1999,1313,0,0
Henry,4,District 4 Health District,0,NA,1999,768,0,0
Houston,5-2,North Central Health District,0,NA,1999,786,0,0
Jackson,10,Northeast Health District,0,NA,1999,508,0,0
Laurens,5-1,South Central Health District,1,NA,1999,713,0,0
Liberty,9-1,Coastal Health District,0,NA,1999,212,0,0
Lowndes,8-1,South Health District,1,NA,1999,860,0,0
Murray,1-2,North Georgia Health District,0,NA,1999,271,0,0
Muscogee,7,West Central Health District,1,NA,1999,2354,0,0
Newton,3-4,East Metro Health District,0,NA,1999,626,0,0
Paulding,1-1,Northwest Georgia Health District,0,NA,1999,411,0,0
Polk,1-1,Northwest Georgia Health District,0,NA,1999,577,0,0
Richmond,6,East Central Health District,1,NA,1999,2191,0,0
Rockdale,3-4,East Metro Health District,0,NA,1999,604,0,0
Spalding,4,District 4 Health District,0,NA,1999,789,0,0
Thomas,8-2,Southwest Health District,0,NA,1999,773,0,0
Tift,8-1,South Health District,0,NA,1999,514,0,0
Troup,4,District 4 Health District,1,NA,1999,938,0,0
Walker,1-1,Northwest Georgia Health District,0,NA,1999,873,0,0
Walton,10,Northeast Health District,0,NA,1999,628,0,0
Ware,9-2,Southeast Health District,1,NA,1999,700,0,0
Whitfield,1-2,North Georgia Health District,0,NA,1999,915,0,0
Appling,9-2,Southeast Health District,0,NA,2000,220,0,0
Atkinson,9-2,Southeast Health District,0,NA,2000,78,0,0
Bacon,9-2,Southeast Health District,0,NA,2000,114,0,0
Baker,8-2,Southwest Health District,0,NA,2000,79,0,0
Banks,2,North Health District,0,NA,2000,128,0,0
Ben Hill,8-1,South Health District,0,NA,2000,331,0,0
Berrien,8-1,South Health District,0,NA,2000,238,0,0
Bleckley,5-1,South Central Health District,0,NA,2000,166,0,0
Brantley,9-2,Southeast Health District,0,NA,2000,126,0,0
Brooks,8-1,South Health District,0,NA,2000,390,0,0
Bryan,9-1,Coastal Health District,0,NA,2000,183,0,0
Burke,6,East Central Health District,0,NA,2000,327,0,0
Butts,4,District 4 Health District,0,NA,2000,240,0,0
Calhoun,8-2,Southwest Health District,0,NA,2000,120,0,0
Candler,9-2,Southeast Health District,0,NA,2000,242,0,0
Charlton,9-2,Southeast Health District,0,NA,2000,105,0,0
Chattahoochee,7,West Central Health District,0,NA,2000,9,0,0
Chattooga,1-1,Northwest Georgia Health District,0,NA,2000,369,0,0
Clay,7,West Central Health District,0,NA,2000,81,0,0
Clinch,9-2,Southeast Health District,0,NA,2000,60,0,0
Cook,8-1,South Health District,0,NA,2000,257,0,0
Crawford,5-2,North Central Health District,0,NA,2000,109,0,0
Crisp,7,West Central Health District,0,NA,2000,359,0,0
Dade,1-1,Northwest Georgia Health District,0,NA,2000,163,0,0
Dawson,2,North Health District,0,NA,2000,74,0,0
Decatur,8-2,Southwest Health District,0,NA,2000,461,0,0
Dodge,5-1,South Central Health District,0,NA,2000,309,0,0
Dooly,7,West Central Health District,0,NA,2000,187,0,0
Early,8-2,Southwest Health District,0,NA,2000,288,0,0
Echols,8-1,South Health District,0,NA,2000,28,0,0
Elbert,10,Northeast Health District,0,NA,2000,369,0,0
Emanuel,6,East Central Health District,0,NA,2000,353,0,0
Evans,9-2,Southeast Health District,0,NA,2000,186,0,0
